text,sentiment
"And that should wrap things up. Great finale. Wonderful end to the season. #ChampionsLeague 
",positive
"Pathetic second half from Juventus #UCL 
",negative
"Truly it's been Real Madrids season all along. Extremely strong team! Congrats on the back to back #championsleague wins. #UCLFinal 
",positive
"#Laliga and #ChampionsLeague title and Navas could still lose his spot #pressure 
",negative
"Ronaldo will take all the plaudits but Modric has been sensational - #UCLFinal / #ChampionsLeague 
",negative
"Real Madrid just ripped them in this match. Congrats on winning the #UCL. 
",positive
"""Someone will have to lift the cup on Ramos' behalf after his horrific injury. The cheating fucker. #UCLfinal #UCL #PrayForSergio ""
",negative
"Can you ask for a better villain than Real Madrid? #ucl 
",negative
"#ChampionsLeague stays where it belongs #halamadrid ?? 
",positive
"""@FIFAcom UCL has become too easy for Real Madrid we need inter-planet. ? #UCL #HalaMadrid ""
",positive
"So no carrying around Buffon in Wankhede after the game? #UCL 
",negative
"Hala Madrid winning the #UCL back to back is something HUGE!  As I'm living in Spain and supporting Real Madrid I'm very pleased with this ? 
",positive
"""Beaten by a better team on the night.2nd half effort was awfullost composure on the ball and allowed Real to dominate.Disappointing #UCL ""
",negative
"Those walls are down. Trumpet of goals. Europe is one four all. Halamadrid. #UCL 
",positive
"""This is @lm19official 's best performance this season absolute belter in midfield #UCL ""
",positive
"My Barber lost the bet. Gonna have 1 full month of free hair cut. #HalaMadrid #UCL Champion #Back2Back 
",positive
"""Watching this #UCL final I feel even more robbed. Bayern should have won at the Bernabeu but the #referee... ""
",negative
"""Hard to know what Juve are missing to get over the hump. The loss vs Barca felt like nativity and it somehow feels that way this time #UCL ""
",negative
"Ronaldo is just pure class! And Zidane has simply done a madness in the short time managing Real Madrid! Back to back #ChampionsLeague 
",positive
"""Juve has dominated Italian football for decades unable to do that in Europe. So many #UCL finals played and so many losses. ""
",negative
"Feel bad for Juve but holy moly Real are good #UCL 
",neutral
"#Juventus have now lost 7 #UCL finals. The most by any side. The beautiful game can be so cruel at times. ??? #JuveReal #JuveRMA 
",negative
"Buffon will win the Champions League next season. Easy now that Arsenal aren't in it #UCL 
",negative
"""I just feel so sorry for Buffon. He's such an amazing goalkeeper he's a LEGEND he's the best.But the #UCL is just a missing cup for him.?? ""
",negative
"Domination by the dozen. That makes 12 for Los Blancos. Cheers to the champions. #UCL https://t.co/wBbW6sMtCT 
",positive
"Last time @ManUtd played @realmadrid Jose was the manager of Real Madrid....Jose would love to beat his old club #mufc #uefa #supercup 
",positive
"Juve 1-4 Real Madrid! Exciting match it was! Good fight by the boys in white and black! CONGRATULATIONS REAL MADRID!?  Till next year! #UCL 
",positive
"Not sure what's bigger. The gulf between #Real and #Juventus in the 2nd half or the gulf between 1st half Juve and 2nd half Juve. #UCL 
",neutral
"Absolutely gutted for Gigi Buffon! Heartbreaking to see that man not able to lay his hands on the only trohy that eludes him! #JUVRMA #UCL 
",negative
"Woooooooooo.... No words... Been waiting for the cup all summer.. #halamadrid #ChampionsLeague #champions #backtoback 
",positive
"Congratulations to Real Madrid on winning their 2nd successive Champions League. Fairly even 1st half but dominated in the 2nd #UCL 
",positive
"Juve have been GASH since Real's 2nd goal. Absolute toilet. #UCL 
",negative
"This is just a gang bang not a football match #UCL 
",negative
"A hat trick for Ronaldo would have perfected Real Madrid's night! #UCL 
",positive
"It's the first time since 1958 that Real Madrid have won both La Liga and the #ChampionsLeague in the same season. 
",positive
"GOALLLL!! Asensio scores the 4th of the night for Real Madrid!!! #ChampionsLeague #UCLFinal #Cardiff2017 https://t.co/X7un8JaGH1 
",positive
"And that is how you beat Juventus with class. #RealMadrid #UCL 
",positive
"Guess Juve players will be self-funding their Ferraris this year! #ChampionsLeagueFinal #UCLfinal #ChampionsLeague… https://t.co/xAFC6NfEnR 
",negative
"Well done to Real Madrid for overpowering a very good Juventus side with almost embarrassing ease. #UCL #UCLFinal 
",positive
"What a great team performance to secure another champions league title. simply the best club in the world.  #UCL… https://t.co/nwBYgttcWy 
",positive
"""Zidane is d winner of this game Juventus weren't meant for this #ucl final they just made it boring pls @FCBarcelona buy back Dani alves ""
",positive
"Gotta feel for @gianluigibuffon #legend let down by the 10 in front of him #ChampionsLeague 
",negative
"""Football isn't about deserving. Madrids midfield is the best in the world rn again isco is a Baller. Sorry Buffon #UCLfinal #ucl #Madrid ""
",positive
"""As for Madrid the 1st team to win back to back finals in the #UCL era. Zidane has done wonders for a club that was falling a few years ago. ""
",positive
"90' GOAL! Madrid wrap up an emphatic win!! #Asensio nets to make it 4-1 to his side.   #uclfinal2017 #UCLfinal #UCL #HalaMadrid #realjuve 
",positive
"""Come on not again Ramos this is not El Clasico #UCL ""
",negative
"""Juve have been hammered tonight they didn't play like a Juve teamthey tried to play like Real Madrid #UCL ""
",negative
"I'm pretty sure the UCL game hasn't started yet #ChampionsLeague 
",positive
"Fab teamwork #Realmadrid ! What did #Zidane say to provoke this 2nd half?! #ChampionsLeague 
",positive
"So much to praise #RealMadrid #Ronaldo #Zidane but words are so less   All I can say is #HalaMadrid   #UCLFinal #championsleague 
",positive
"""even though it was ugly at the end it was a fun one to watch...not a Real fan..congrats...money = championships #championsleague #soccer ""
",positive
"Well done well played #RealMadrid wins #APorLa12 ? 1-4 #ChampionsLeague #UCLfinal ???????????? 
",positive
"""That feeling fans get when their team wins the #UCL is just unimaginable wonder how the players feel ""
",positive
"Party time in Madrid! #ChampionsLeague  REEEAL MADRID https://t.co/z90Ytyz2gk 
",positive
"""It seems as if #Higuan has been cursed intensely. Whichever major final he goes to loses all and in doing so his team suffers! #UCL ""
",negative
"""No doubt History has shown that the #UCL belongs to @realmadrid #UCLfinal #DeservedChampions ???????? ""
",positive
"""Cannot hate Ronaldo his passion and hard work is on another planet??? #CR7 #ChampionsLeague #UCLFinal ""
",positive
"""You were winning comfortable that was pretty shitty of u to get someone sent off like that! @SergioRamos #UCL #Final ""
",negative
"We need to look ahead now to next season. Which English team will crack the only quarter final spot reserved for them? #UCL 
",positive
"""Hate Real with every part of my being.  But fuck me what a team.  #ucl ""
",negative
"Juventus will never be synonymous with the Champions League. Bully the rest in Italy but are still some way off the elite #UCL 
",negative
"""This year is the brilliant #ZinedineZidane #Ronaldo and #realmadrid year what a game and what final #ChampionsLeague ""
",positive
"""Oppss you're not treble juve. You're trouble. Try Again! #uclfinal2017 #ChampionsLeague #ChampionsLeagueFinal2017 ""
",negative
"@marcoasensio10 I KNEW HE WOULD DO IT!!! HE'S AWESOME!!! #GOAL #HalaMadrid #ASENSIO #UCL 
",positive
"I still say Chelsea will knock Real Madrid out of the Champions League next season! I honestly believe this... #ChampionsLeague #SlightlyMad 
",positive
"So it will be @realmadrid v @ManUtd in the #UEFA Super Cup in Macedonia on 8 August 2017. Interesting... 
",positive
"""Delete your drafts haters we are the undisputed KINGS of Europe. #halamadrid #aporla12 #ucl #back2back ""
",positive
"#juventus were excellent in the #ucl this season until this point. Maybe they are just cursed in these finals. 
",positive
"Atleti would have made a better fist of it #ucl 
",negative
"And #RMA did it for the 12th time ?! Thanks for this incredible season ?! #HalaMadrid #UCL #JUVRMA #UEFAFinal #uefachampionsleague 
",positive
"For the first time I wished the #UCL leaves #Laliga #SSFootbal #UCLFinal 
",negative
"Worst thing to happen to an old lady that since the Tory manifesto... #ucl 
",negative
"HalaHala. We Luv Madrid we Won d cup #UCL #Final Juv 1-4 Mad 
",positive
"Football sucks sometimes. #UCL 
",negative
"""Agree with commentator. #Juventus didn't lose this match #RealMadrid WON it. #UCL #UCLFinal ""
",neutral
"Zidane history maker in the space of a year he was the champions league back to back #ucl 
",positive
"They said Barca under Pep was the greatest ever club. I contested it with good reason. They couldn't even win the #UCL back to back. 
",negative
"Ramos did shitty thing but no excuse. Juve completely outplayed in the 2nd half. Maybe there is no fairy tale in football. #UCL 
",negative
"It's all over &amp; congratulations #RMA on conquering the #UCL yet another time. Well played &amp; #JUV keep your head high #UCLfinal #JUVRMA 
",positive
"Allegri is so allergic to lifting the #UCL trophy. #UCLFinal 
",negative
"Well deserve winner @realmadriden and hard luck game @juventusfcen . #HalaMadrid #FORZAJUVE #UCL 
",positive
"Champions of the Spain are the Champions of the Europe... #HalaMadrid #ChampionsLeague 
",positive
"And he continues to prove the doubters wrong  #Zizou is campeone ?? congratulations @realmadriden #UCL 
",positive
"""Zinedine Zidane as a player phenomenal as a coach extraordinary. Hands down that best ever. #UCL #realmadrid ""
",positive
"""Gutted for @juventusfc tonight. Outplayed but definitely the wrong result! #UCLfinal #ChampionsLeague ""
",negative
"Yessss only #realmadrid could have done it. Its their competition. First team in #UCL era to retain the title #UCLFinal #JuveRealMadrid 
",positive
"On this day madrid always finish. #UCL with 4-1 like previous final ? 
",positive
"History made with tonight's victory #UCL 
",positive
"I think what we can take away from that game is that Madrid are going to tear United apart in the super cup!  #uclfinal2017 #ChampionsLeague 
",positive
"""First team to defend it. Who knew Zidane could as a manager could measure up to his ability as a player. Hala Madrid credit where due #UCL ""
",positive
"Waiting for them laughter and tears. Meanwhile someone should slaughter this cow! #UCL #RealTena #HalaMadrid https://t.co/UCQd6koLl8 
",negative
"The only thing missing from this performance is @Cristiano 's hattrick ? #UCL 
",negative
"Ronaldo murders the old lady of Italy #UCL 
",positive
"Jesus how many times at Madrid going to win this thing!! #ChampionsLeague 
",negative
"Sergio Ramos seems like such a great guy! #UCL #dick 
",negative
"Out of your last 6 #UCL finals you've only won 1. @juventusfcen y'all need to do better. Appalling 2nd half!! 
",negative
"Ramos is a total distance to football #UCL 
",negative
"So this is what happens when an unstoppable force meets a immovable object.  4-1 #halamadrid #realmadrid #Ronaldo #UCL #uclfinal #Juventus 
",positive
"The 2nd deflected goal of the night killed #Buffon and #Juve #Juventus died. #CR7 put the nail in the coffin. #UCL #UCLFinal 
",negative
"John Terry just getting kitted up now #ChampionsLeague 
",positive
"""Hahahahahaha  Fuck Buffon that racist piece of shit #ucl #ChampionsLeagueFinal #juventus ""
",negative
"""Congratulations to Madrid thoroughly deserved the win tonight. Credit to Juventus too fantastic accomplishment to make it this far #UCL ""
",positive
"To Buffon. Thank u for all the good 21 years of great football. I am Sorry #UCL was not part of ur accolade. ?????Adios 
",negative
"Where are the Zidane is lucky brigade? Mans come out of nowhere to win back to back #UCL. Something never achieved before by geniuses. 
",positive
"English revival in the #ChampionsLeague needed next year. Can't stand seeing the same teams being so dominant every year. 
",negative
"No Hate or Offense Real Madrid Got Lucky #ChampionsLeague 
",positive
"Its called wrapping up in style 90th minute goal.....1-4.. #UCL 
",positive
"Buffon might have to turn into a fossil before winning the Champions League. #UCL 
",negative
"It's going to be bloody bonkers down Caroline Street now in a minute #cardiff #HalaMadrid #Cardiff2017 #UCL 
",negative
"Ronaldo is living proof you can have all the money in the world and still have a shit haircut #UCL #uclfinal2017 
",positive
