,player_x,Pos,sf_id,wg_avg_mp,wg_avg_min,wg_avg_gls,wg_avg_asst,wg_avg_gls_asst,wg_avg_value,wg_avg_ovrl,wg_avg_pot,wg_avg_pac,wg_avg_sho,wg_avg_pas,wg_avg_dri,wg_avg_def,wg_avg_phy,wg_avg_titles,wg_avg_num_titles,wg_avg_views_titles,wg_avg_comments,wg_avg_num_comments,target
981,jose rodriguez,MF,210111,20.21,1099.59,6.12,3.02,4.46,1866667.02,48.83,55.27,45.50,40.30,50.21,47.26,39.14,43.57,0.82,15.24,2288457.03,1.03,138.99,0
982,ruben ramos,"FW,GK",210114,-0.62,348.52,0.00,0.00,0.00,93348.24,42.74,48.56,45.36,40.16,38.28,46.72,30.10,39.68,0.56,21.80,8596386.27,0.87,344.11,0
983,daniele sciaudone,MF,210168,21.17,1728.95,1.74,2.57,4.61,816667.20,45.33,48.13,51.00,39.73,44.39,46.73,35.03,46.13,0.61,31.52,225618.92,1.16,34.98,0
984,abel molinero,MF,210169,-2.29,55.00,0.23,0.23,0.47,163333.33,43.67,47.35,50.13,45.09,43.43,43.67,25.90,37.35,0.66,2.51,4299.06,0.50,-3.98,0
985,jozabed,MF,210214,16.23,968.87,5.16,6.56,8.32,723335.68,43.91,50.36,44.26,36.53,42.48,41.26,37.24,44.80,0.66,25.34,152125.62,0.75,59.22,0
986,daniel buballa,DF,210241,19.77,1683.75,4.69,4.69,5.99,490000.41,44.88,48.13,51.06,24.55,36.98,42.09,45.09,49.28,0.70,0.47,803.13,1.16,198.25,0
987,diego riolfo,"FW,GK",210250,12.40,710.99,7.87,0.00,7.87,285834.21,6.69,7.79,9.55,6.03,5.81,7.13,-1.72,4.29,0.71,7.59,10798.20,0.61,63.06,0
988,patrick ziegler,"DF,MF",210280,16.59,1157.42,0.00,0.23,0.23,583333.93,45.11,48.79,49.95,22.19,34.44,38.88,46.06,46.99,0.79,10.72,71818.39,0.85,24.36,0
989,denis linsmayer,MF,210303,17.79,1387.45,0.00,6.11,6.11,431667.15,43.50,48.35,46.20,24.76,38.33,39.06,43.48,46.55,0.66,4.28,6512.72,1.10,4.30,0
990,hendrick zuck,"DF,MF",210304,12.37,801.59,1.39,2.31,3.62,594999.81,46.20,51.05,53.20,43.40,42.25,49.00,21.70,31.27,0.76,7.52,28680.29,1.20,18.08,0
991,thomas som,DF,210310,-1.14,380.89,0.00,-3.76,-3.76,163333.78,6.91,7.57,11.11,2.58,5.60,6.91,6.03,9.78,0.92,1.95,625694.05,1.32,85.50,0
992,raul de tomas,FW,210315,2.26,405.18,1.63,0.47,2.10,443333.18,44.36,53.90,47.35,46.90,33.60,42.04,18.02,35.00,0.67,20.69,2445972.74,0.86,208.21,1
993,alexander,MF,210333,14.54,983.62,0.58,2.72,4.47,979999.40,47.35,50.57,58.61,43.63,43.39,50.89,23.10,32.86,0.94,13.62,291733.25,1.03,119.68,0
994,ramon machado,"FW,MF",210353,20.90,1374.76,4.10,0.91,5.44,361667.43,6.25,7.13,8.23,6.03,3.22,6.91,-2.10,3.86,0.90,6.40,10219740.50,0.93,36.48,0
995,alberto brignoli,GK,210358,24.06,2130.12,0.00,0.00,0.00,595001.55,45.76,51.33,47.65,41.97,37.52,51.64,22.40,45.47,0.75,23.49,58067.98,1.31,5.62,0
996,nicola pasini,DF,210383,10.12,779.26,4.23,0.00,4.23,163333.53,28.00,31.66,25.20,12.20,15.40,19.13,28.47,30.80,0.76,3.75,1794.55,1.26,1.02,0
997,marcel andrijanic,MF,210400,-3.76,-3.76,0.00,0.00,0.00,52499.40,4.94,6.69,7.35,1.94,4.73,5.16,3.00,5.60,0.70,4.23,189.41,0.71,4.16,0
998,david alcibiade,DF,210421,-3.06,45.04,0.00,0.23,0.23,70014.55,25.02,29.07,29.32,14.47,19.01,20.53,27.10,25.26,0.70,-3.53,1225.20,0.47,-4.01,0
999,fábio alexandre da silva nunes,"DF,FW",210427,6.21,190.63,4.23,0.10,0.93,280000.95,44.54,49.89,49.70,42.22,43.84,45.68,28.00,42.00,0.78,2.00,66884.62,0.85,3.27,0
1000,bright addae,"DF,MF",210429,18.06,1139.02,-3.29,0.00,-3.29,175000.54,6.47,8.67,10.00,0.89,4.51,6.25,6.03,6.03,0.85,3.98,3248.94,4.95,30.70,0
1001,farid boulaya,"FW,MF",210438,16.32,882.39,7.31,2.11,4.79,210000.60,40.69,48.58,49.00,35.65,38.80,45.79,24.76,33.15,0.72,8.96,33603.82,1.57,8.85,0
1002,oualid el hamdaoui,FW,210440,-4.12,11.11,0.00,0.00,0.00,34985.70,6.25,8.23,7.79,6.25,4.08,7.13,-0.34,6.69,0.70,0.00,0.00,1.03,50.28,0
1003,fran sol,FW,210441,11.06,588.89,4.55,0.00,4.55,466682.96,42.00,47.74,47.12,42.48,32.47,40.38,19.40,41.08,0.81,12.39,7150560.38,0.86,90.98,0
1004,abdoulaye toure,"FW,MF",210450,2.59,58.85,0.00,0.00,0.00,70014.30,41.88,49.98,40.69,27.08,38.17,35.83,40.69,47.69,0.71,16.22,169921.49,0.72,42.05,0
1005,diego tonetto,MF,210452,2.04,490.22,-4.12,-3.98,-3.81,244999.59,29.89,32.40,31.54,29.13,30.55,30.61,18.32,22.15,0.71,9.57,23972.36,1.41,6.29,0
1006,henri junior ndong,DF,210464,5.92,349.01,0.00,0.00,0.00,221667.52,40.19,46.24,50.93,19.16,27.11,35.77,41.14,47.68,-0.01,0.93,538865.42,0.00,2.31,0
1007,remy ebanega,DF,210465,-3.34,229.88,0.00,0.00,0.00,186651.32,22.72,25.90,22.98,4.89,11.06,12.59,22.50,28.42,-0.01,1.88,6856.78,0.76,2.51,0
1008,tobias muller,"FW,MF",210511,8.19,314.00,-4.02,-3.53,-3.75,233332.73,20.94,24.09,29.10,20.48,18.90,22.75,9.50,18.03,0.74,28.84,1697986.06,1.32,105.29,0
1009,agostinho ca,MF,210519,-4.02,2.06,0.00,0.00,0.00,303332.38,20.47,28.19,25.91,12.82,16.86,18.66,20.02,27.04,0.70,3.16,2150.09,0.82,0.47,0
1010,edgar ie,DF,210520,12.56,942.95,0.00,0.00,0.00,793333.49,44.85,52.50,54.88,32.20,36.20,35.12,43.25,49.74,0.83,10.98,568843.06,0.66,35.45,0
1011,pape paye,"DF,MF",210527,16.86,1330.66,-3.76,-3.76,-4.12,326666.47,44.39,48.56,52.47,25.90,36.40,38.75,44.84,41.50,0.54,14.07,82572.73,1.09,43.88,0
1012,christian kouakou,FW,210534,17.48,1181.35,5.02,4.93,6.08,420000.60,44.23,48.39,61.13,43.05,32.23,45.14,19.40,44.09,0.68,17.16,87331.18,1.16,68.33,0
1013,hasan pepic,"FW,MF",210540,-4.26,4.94,0.00,0.00,0.00,52500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,7.24,23988.54,1.02,199.67,0
1014,marcel kaffenberger,MF,210569,0.70,25.67,0.00,0.00,0.00,93333.68,37.40,43.53,36.40,28.70,34.60,33.19,38.10,44.87,0.70,0.70,815.22,0.74,6.92,0
1015,emre nefiz,MF,210570,9.06,400.98,4.23,0.47,4.69,221667.94,38.08,44.90,36.63,34.80,35.23,42.28,20.08,31.73,0.70,-3.76,319.43,1.45,9.63,0
1016,alex bernal,MF,210616,-4.26,24.86,0.00,-3.76,-3.76,70014.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,16.03,102032.02,0.75,23.74,0
1017,francesco fedato,FW,210670,13.50,943.11,1.97,-4.01,2.55,490000.25,45.10,52.96,55.09,42.85,39.70,47.69,22.47,39.82,0.74,30.57,66424.63,1.28,15.48,0
1018,julien leghait,"FW,MF",210686,-4.14,27.81,0.00,0.00,0.00,69985.10,17.78,24.33,25.92,17.78,10.15,17.09,4.62,20.48,0.70,-3.53,5308.58,5.29,0.70,0
1019,nasser chamed,MF,210706,14.35,744.61,1.98,1.63,3.46,256666.67,43.03,50.08,51.71,40.95,41.44,44.88,23.59,37.37,0.66,12.46,47826.51,0.80,33.73,0
1020,julio tavares,FW,210722,20.27,1468.68,6.30,3.65,9.17,606666.47,44.43,47.96,55.04,44.67,28.49,41.37,17.73,45.67,0.68,22.34,555424.59,0.91,50.14,0
1021,kalifa traore,DF,210727,-0.32,451.27,0.00,0.00,0.00,256666.92,39.34,43.98,41.55,23.07,27.05,27.87,39.99,51.80,0.64,5.77,30860.09,0.86,15.92,0
1022,mauro dos santos,DF,210787,22.17,1838.42,4.93,-3.76,1.17,1353334.61,46.26,48.58,48.10,25.32,35.25,33.51,45.84,49.91,0.58,8.72,748060.12,0.85,71.59,0
1023,fabien tchenkoua,MF,210824,10.62,557.77,0.47,0.47,0.93,221666.96,27.68,34.09,39.40,24.90,23.40,29.38,14.23,23.80,0.70,0.73,12124.77,0.51,169.31,0
1024,felipe gallegos,"FW,MF",210826,13.95,814.87,5.06,5.52,6.59,373334.13,22.51,26.37,27.28,21.14,19.57,25.24,4.07,15.37,0.67,7.67,62166.68,0.92,16.63,0
1025,riccardo improta,"DF,FW",210833,14.01,706.86,1.72,0.70,2.89,793334.00,45.54,52.26,55.07,36.85,37.65,49.90,17.84,34.35,0.69,25.15,46802.76,1.38,6.66,0
1026,timothy nocchi,GK,210835,0.23,619.33,0.00,0.00,0.00,204165.95,43.43,48.73,42.23,43.41,32.22,48.80,20.30,42.01,0.88,21.33,13342.15,0.57,-1.66,0
1027,simone pecorini,"DF,MF",210858,13.17,717.02,0.23,4.23,4.46,297500.75,39.31,47.03,48.78,27.04,36.85,37.55,39.43,48.27,0.82,1.88,1857.29,0.93,10.26,0
1028,vincent laurini,DF,210859,19.15,1595.92,0.00,-3.53,-3.53,606667.11,44.94,47.65,48.69,22.63,37.68,41.89,44.24,46.98,0.70,9.12,39101.25,0.94,1.66,0
1029,patrick fradj,DF,210860,0.92,94.73,0.00,0.00,0.00,151667.11,39.52,45.01,42.48,19.20,25.61,29.88,40.44,43.24,0.70,-3.54,20232.42,1.15,25.80,0
1030,ricardo ferreira,DF,210862,5.69,341.96,0.00,-3.76,-3.76,233334.88,42.99,49.74,41.34,19.40,25.01,28.00,43.96,42.73,1.08,3.73,36132.92,1.08,24.00,0
1031,elseid hysaj,DF,210864,22.82,1878.28,0.23,5.06,5.29,2916667.62,45.72,51.40,49.98,28.08,36.67,39.86,45.44,49.40,0.75,12.97,112050.75,0.86,10.14,1
1032,charly dutournier,FW,210877,-4.21,23.95,-3.76,0.00,-3.76,186666.82,5.60,9.33,7.35,6.25,1.31,3.86,-2.29,5.60,0.70,0.00,0.00,0.97,57.75,0
1033,elia bastianoni,GK,210878,10.97,918.18,0.00,0.00,0.00,140000.00,42.01,44.55,44.11,38.52,35.72,44.81,28.70,42.71,0.66,3.28,3707.82,0.00,0.70,0
1034,aljaz struna,"DF,MF",210879,11.42,842.58,4.23,0.00,4.23,478333.78,41.18,46.01,44.40,25.41,33.82,36.20,40.74,53.93,0.60,6.29,14533.95,-3.75,1.02,0
1035,riccardo fiamozzi,DF,210880,19.81,1615.42,0.23,4.46,4.69,385000.35,40.97,47.43,51.47,27.95,36.00,39.31,37.93,49.79,0.70,6.62,4354.64,0.78,13.35,0
1036,michael hoganson,"DF,MF",210889,-2.86,152.08,0.00,0.23,0.23,34985.70,20.47,22.73,24.09,6.63,18.66,17.76,20.92,20.02,0.70,-4.12,12771.60,1.03,80.17,0
1037,morgan sanson,MF,210896,21.38,1625.08,2.93,1.98,4.47,2450002.22,48.67,53.93,50.91,43.75,47.08,49.58,42.29,43.89,0.84,20.60,135418.66,1.10,50.69,1
1038,lucas finazzi,MF,210913,3.37,704.52,0.00,0.47,0.47,180833.08,21.59,23.41,26.35,14.85,21.83,23.19,14.61,23.87,0.70,5.00,3141.39,1.53,5.29,0
1039,andrea molinelli,MF,210915,-4.14,25.08,0.00,0.00,0.00,58332.73,36.63,43.13,42.70,25.81,33.10,38.70,34.98,37.95,0.73,3.35,10376.88,1.33,13.36,0
1040,marco fossati,MF,210917,20.97,1433.03,1.39,0.57,2.45,1120000.60,46.13,53.19,47.61,42.23,45.25,48.72,35.67,43.87,0.77,31.79,189798.12,0.69,37.55,0
1041,carles gil,"FW,MF",210930,15.63,1140.19,0.21,0.70,0.91,2916667.71,50.68,56.98,49.66,43.67,49.09,55.32,24.30,36.73,0.92,27.78,2320601.44,0.87,130.37,0
1042,domenico berardi,"FW,MF",210935,22.74,1671.25,10.07,5.57,15.27,8983334.26,52.13,58.57,58.41,50.80,47.66,54.24,20.39,44.34,0.71,32.53,913604.30,0.99,106.96,1
1043,paolo frascatore,DF,210939,1.90,172.55,0.00,0.00,0.00,204166.59,19.57,24.07,21.62,13.72,15.96,16.43,19.11,24.33,0.67,10.76,16804.11,1.02,18.86,0
1044,macky bagnack,DF,210956,12.53,804.75,0.23,0.00,0.23,513334.73,44.14,51.80,51.59,23.80,30.35,31.42,44.63,47.39,0.70,0.34,9850.65,1.46,3.35,0
1045,federico ceccherini,DF,210964,20.07,1519.73,0.47,0.00,0.47,746667.69,46.06,52.04,47.12,18.54,27.51,34.53,46.07,50.67,0.80,7.93,14358.49,1.15,0.97,0
1046,cesar de la hoz,MF,211037,20.09,1242.72,5.16,5.64,7.06,81666.42,41.80,47.85,44.31,24.06,29.48,33.40,43.89,38.10,0.67,5.38,87306.81,1.28,72.39,0
1047,iago diaz,MF,211071,21.25,997.46,2.57,-3.89,2.92,256667.46,43.69,46.90,55.13,41.48,39.95,46.02,21.70,36.63,0.82,20.92,166147.03,1.10,47.16,0
1048,manuel fischnaller,FW,211079,7.43,690.90,-2.36,-3.19,-1.91,396666.38,22.07,26.80,27.96,22.29,22.28,24.55,5.59,15.06,0.74,27.49,87837.66,0.75,3.64,0
1049,louckmane ouedraogo,"FW,MF",211169,-4.04,28.27,0.00,0.00,0.00,93332.98,19.38,23.19,30.74,18.87,13.54,20.09,4.62,11.74,0.70,1.88,975.12,0.95,24.45,0
1050,biagio meccariello,DF,211189,14.56,1177.00,0.00,4.23,4.23,186667.27,44.16,50.60,47.19,18.37,25.55,26.32,44.90,50.22,0.70,9.27,5448.20,5.34,21.23,0
1051,javi barrio,DF,211210,-3.76,13.12,0.00,0.00,0.00,70014.30,6.47,8.23,6.25,2.37,3.65,2.79,6.25,8.23,0.78,22.98,841465.38,0.84,43.83,0
1052,valentin gjokaj,DF,211213,10.10,697.11,0.47,4.23,4.69,0.00,6.03,7.57,6.69,0.07,2.58,3.86,6.25,6.47,0.78,1.50,7834.34,0.43,1.97,0
1053,raul,FW,211219,-4.21,9.11,0.00,0.00,0.00,81681.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,20.61,2802314.80,0.91,495.71,0
1054,alvaro clausi,MF,211220,-4.26,32.83,0.00,0.00,0.00,46680.62,6.03,8.45,7.35,5.38,6.25,5.81,4.08,5.81,0.70,4.46,249.39,0.88,20.05,0
1055,ramon azeez,MF,211231,12.41,682.99,0.47,4.23,4.69,1306669.45,45.62,52.59,52.53,32.31,41.03,43.06,43.99,49.76,0.51,7.60,8920.78,-0.38,28.82,0
1056,nicolas tagliafico,DF,211256,16.13,1378.45,4.46,0.47,1.53,1516668.47,47.16,52.26,59.34,30.24,42.28,49.71,45.07,48.33,0.70,13.18,40891.91,0.26,16.28,1
1057,drissa traore,MF,211282,9.06,470.21,0.00,0.00,0.00,116666.42,37.85,45.20,56.73,28.07,36.02,37.37,38.55,41.56,0.91,3.27,34630.63,0.74,4.93,0
1058,filippo minarini,DF,211298,-2.80,198.34,0.00,0.00,0.00,122499.59,37.07,44.89,44.92,20.10,31.70,37.52,36.00,46.52,0.70,4.46,143.59,1.41,2.19,0
1059,alessandro favalli,DF,211301,3.23,604.00,0.23,0.93,1.17,215833.40,4.51,7.35,6.47,0.07,1.10,4.08,4.73,5.16,0.71,17.04,239910.27,0.59,8.40,0
1060,andrea tabanelli,MF,211305,7.87,512.06,0.00,-4.12,-4.12,116667.27,44.65,48.78,41.97,39.26,44.43,45.55,29.76,42.35,0.79,4.73,10459.08,0.52,1.69,0
1061,cesar verdun,MF,211355,-3.76,-4.04,0.00,0.00,0.00,17486.30,6.03,9.11,9.55,4.94,3.22,8.45,-2.29,3.00,0.70,0.82,2532.00,-3.18,0.67,0
1062,sofiane boufal,"FW,MF",211381,12.53,668.56,6.12,5.87,7.54,1236683.91,44.81,51.69,55.88,38.42,43.61,49.83,20.38,30.64,0.67,21.60,410750.39,0.82,82.81,0
1063,luca ghiringhelli,DF,211388,17.84,1412.75,-3.76,0.00,-3.76,174999.65,19.81,24.09,25.24,9.26,15.43,18.73,20.24,21.40,0.31,6.71,10960.02,0.98,8.84,0
1064,rodrigo alborno,"DF,MF",211389,11.66,720.83,4.69,0.00,4.69,244999.21,19.11,25.00,20.47,9.27,13.27,17.31,18.66,19.80,1.11,3.38,23690.23,0.92,7.38,0
1065,paolo farago,"DF,MF",211394,21.00,1472.20,4.11,5.64,5.12,420001.39,41.85,50.36,46.46,35.14,39.01,42.29,37.77,46.75,0.99,14.24,16951.82,1.23,4.23,0
1066,selim aydemir,"FW,MF",211485,7.64,242.62,4.23,5.64,6.12,145833.45,20.91,23.87,25.91,19.14,19.10,22.95,4.93,19.57,0.70,12.46,28822.29,0.80,7.76,0
1067,liam graham,DF,211530,-2.83,80.30,0.00,0.23,0.23,29166.67,5.60,7.79,8.01,0.07,2.79,5.38,5.16,7.35,0.94,28.70,903784.06,1.05,164.84,0
1068,federico barba,DF,211557,11.85,849.86,5.06,4.23,5.64,688334.62,45.42,50.49,39.65,22.94,28.95,31.07,47.28,45.21,0.95,21.58,347812.53,0.64,56.56,0
1069,david martin,FW,211560,-3.32,15.15,0.00,0.00,0.00,70014.55,19.10,21.83,26.60,19.32,12.61,21.37,4.81,13.74,0.94,19.93,6452778.81,1.12,457.13,0
1070,higinio marin,FW,211565,15.48,527.73,6.46,0.00,6.46,151681.82,19.33,21.59,23.17,17.98,15.06,18.66,7.10,17.76,0.70,0.10,250.53,0.71,24.84,0
1071,youssef essaiydy,MF,211572,-3.75,9.21,0.00,0.00,0.00,156334.13,19.80,25.00,26.83,14.61,17.31,22.75,6.87,18.23,0.70,-3.79,4913.61,0.93,4.23,0
1072,jermaine anderson,MF,211610,11.61,565.74,4.23,0.00,4.23,58347.64,36.03,45.37,51.10,33.40,33.54,37.46,20.44,31.81,0.76,23.72,69040.50,0.99,34.89,0
1073,pere pons,MF,211706,15.06,998.47,0.23,4.23,4.46,326668.06,42.52,47.88,44.10,31.79,41.10,38.36,37.66,44.58,0.76,13.48,14075.37,0.53,14.09,0
1074,nicolas gavory,"DF,MF",211844,1.74,74.74,0.00,0.00,0.00,116681.22,41.13,51.14,49.95,30.10,41.08,40.19,28.70,43.43,1.16,2.00,4157.84,0.67,77.77,0
1075,alex munoz,DF,211857,-2.59,80.54,0.00,0.00,0.00,23333.33,20.05,23.64,24.78,8.83,15.08,17.33,19.36,19.80,0.79,17.08,340934.55,0.63,60.11,0
1076,ange-freddy plumain,MF,211962,9.67,368.14,-3.29,0.00,-3.29,326666.47,6.03,8.01,9.55,5.38,3.43,7.35,-1.14,3.65,0.70,3.29,42442.70,1.02,17.67,0
1077,brian babit,MF,211967,6.86,143.42,0.70,0.00,0.70,70000.00,39.04,43.65,50.81,41.11,26.16,35.64,15.68,35.03,0.70,1.87,7786.80,0.90,21.85,0
1078,tim welker,DF,212004,-3.53,-3.53,0.00,0.00,0.00,70014.30,38.80,44.80,43.40,17.30,22.66,25.95,40.40,39.29,0.70,-1.79,30310.50,0.45,16.46,0
1079,borja martinez,MF,212012,0.76,266.35,0.23,0.23,0.47,70000.60,6.25,8.89,9.55,3.00,4.94,6.91,-1.72,2.15,0.66,17.00,607145.05,0.79,40.63,0
1080,jeremie bela,"DF,FW",212035,12.29,681.89,3.18,0.47,3.18,350000.35,43.07,49.07,55.42,34.90,37.85,48.83,21.70,33.40,0.75,5.24,18113.30,4.84,11.13,0
1081,rodrigue bongongui,MF,212036,9.64,446.98,4.23,0.23,4.46,140000.00,28.03,33.58,35.09,28.50,22.18,31.05,11.93,19.60,0.70,0.00,0.00,0.98,115.90,0
1082,yves benoit bationo,MF,212049,-4.24,0.07,0.00,0.00,0.00,46666.32,4.29,8.23,6.91,1.10,3.86,3.43,2.15,5.60,0.70,-3.53,231.52,0.64,56.56,0
1083,denis streker,MF,212055,11.02,730.74,4.23,5.06,5.64,256666.67,43.40,48.52,41.01,32.20,38.50,41.30,43.40,47.85,0.70,0.00,0.00,1.16,198.25,0
1084,javi cabezas,MF,212086,-4.12,-1.14,0.00,0.00,0.00,70000.00,6.03,7.57,9.11,6.25,4.29,7.35,-0.13,6.25,0.54,8.45,1098483.64,0.84,53.15,0
1085,jonathan bijimine,"DF,MF",212109,10.11,714.26,0.00,4.23,4.23,93318.59,35.27,45.06,37.10,28.72,36.62,35.75,32.22,46.41,1.05,5.76,17524.81,1.23,16.03,0
1086,borja lopez,DF,212129,-1.40,410.79,0.00,-3.76,-3.76,851666.95,48.56,55.37,39.40,21.00,32.20,28.70,47.64,54.60,0.65,19.48,160917.89,1.21,61.07,0
1087,bruno fernandes,"FW,MF",212198,18.07,1044.81,2.32,2.46,4.43,4083333.93,49.63,56.98,53.76,45.22,49.39,52.15,38.68,40.17,0.71,16.19,2419083.26,1.09,147.15,1
1088,daniel luck,GK,212227,-2.81,190.34,0.00,0.00,0.00,186667.02,43.66,46.21,45.50,42.26,39.68,46.90,31.50,40.69,0.81,22.22,1232710.93,0.97,280.55,0
1089,chris dawson,MF,212259,-3.06,14.70,0.00,0.00,0.00,40847.29,43.68,51.35,52.73,39.43,43.20,44.84,30.99,36.80,0.77,27.50,125901.38,0.99,109.99,0
1090,max gehrmann,FW,212315,-3.76,-0.74,0.00,0.00,0.00,5833.33,4.94,7.57,8.89,4.94,2.15,5.81,-2.10,4.51,0.70,2.83,5647.98,1.95,2.53,0
1091,el-hadji ba,MF,212338,4.20,312.89,-3.76,0.00,-3.76,151681.82,40.65,49.21,49.70,32.65,38.33,41.83,31.35,48.56,0.86,12.49,62091.86,0.62,40.95,0
1092,stefan wannenwetsch,MF,212340,4.04,192.10,0.00,0.00,0.00,233333.33,43.18,48.30,50.40,35.00,37.80,42.70,42.04,52.04,0.58,4.33,15846.01,0.83,5.48,0
1093,lois diony,"FW,GK",212350,13.28,517.90,6.34,6.36,8.24,233348.68,39.31,44.39,52.74,37.71,30.80,38.81,18.33,38.78,0.70,1.40,5286.62,0.98,54.44,0
1094,paul garita,FW,212365,6.87,144.92,1.17,0.00,1.17,140014.90,39.90,50.84,51.10,41.30,34.30,37.80,24.50,49.26,0.70,1.63,3289.13,0.84,42.76,0
1095,tyrone mings,DF,212419,16.48,940.00,4.23,5.87,6.36,1755838.08,41.97,47.78,53.55,21.02,32.64,42.19,41.72,45.32,0.86,27.65,82187.24,0.94,43.68,1
1096,adama niane,FW,212428,11.65,579.56,12.07,6.78,13.64,618350.07,40.38,45.91,49.41,40.38,27.30,38.98,17.47,43.49,0.69,9.36,141912.01,1.59,3.13,0
1097,miguel guirao,FW,212461,-3.76,-4.04,0.00,0.00,0.00,140014.90,19.35,25.30,24.86,20.22,16.64,21.86,6.23,14.20,0.61,3.27,1775.10,0.61,10.31,0
1098,pedro beck-gomez,FW,212463,-4.24,4.94,0.00,0.00,0.00,11653.31,4.29,6.25,8.01,4.29,1.52,6.03,-2.47,3.65,0.70,8.31,12118.72,0.58,9.42,0
1099,johann obiang,"DF,MF",212483,16.63,1102.23,0.47,0.47,0.93,210015.15,39.81,47.03,55.30,34.62,37.79,42.82,34.48,31.62,0.70,16.03,63003.65,1.00,50.01,0
1100,wes burns,"DF,FW",212484,8.84,130.47,4.23,0.00,4.23,93348.08,42.74,49.99,61.66,40.60,36.92,42.79,20.12,39.45,0.75,18.31,54733.46,0.86,15.62,0
1101,diego llorente,DF,212602,10.66,636.94,4.23,0.00,4.23,653334.28,44.39,51.80,44.20,22.63,36.04,30.72,44.84,45.99,0.82,22.08,805944.79,1.19,192.98,1
1102,fernando aristeguieta,FW,212618,9.60,415.94,-3.57,0.00,-3.57,700000.00,47.64,52.71,43.13,49.01,35.72,43.66,24.42,51.94,0.87,15.59,270707.92,1.14,405.13,0
1103,bryn morris,"DF,MF",212682,-3.53,4.89,0.00,0.00,0.00,163348.37,37.10,51.73,48.75,27.30,36.40,35.70,35.00,40.60,1.00,5.79,76021.74,0.07,26.90,0
1104,wylan cyprien,MF,212886,16.74,1041.04,5.29,5.76,7.06,1085001.59,42.21,52.76,56.71,33.96,40.15,46.11,34.09,37.40,0.82,19.36,257634.94,0.92,98.84,0
1105,abdellah zoubir,"FW,MF",212934,15.11,914.85,6.55,5.29,7.54,221667.46,20.02,24.55,25.00,18.66,16.86,25.00,8.83,13.27,0.60,8.23,40320.55,0.63,10.59,0
1106,dmitri khlebosolov,FW,212984,-3.76,-1.91,0.00,0.00,0.00,186666.86,6.47,8.45,9.11,6.47,4.08,8.45,-2.65,3.86,0.70,0.00,0.00,1.17,9.84,0
1107,eroll zejnullahu,MF,212997,9.01,278.94,0.00,0.00,0.00,198334.73,41.10,50.23,49.00,37.65,40.19,44.55,18.90,36.62,0.70,6.78,3284.04,0.57,9.17,0
1108,khaled ayari,"FW,MF",213028,12.78,566.83,2.07,4.69,3.37,373333.49,43.98,49.74,50.82,45.23,35.86,44.53,18.02,38.14,1.07,12.61,60996.16,0.69,34.21,0
1109,jordan marie,MF,213030,16.90,1013.54,0.23,-3.53,-3.29,350000.00,40.26,44.91,49.99,23.29,31.38,39.39,40.92,42.99,0.74,23.67,173931.52,0.91,145.27,0
1110,pape sane,FW,213110,10.41,646.88,8.94,6.12,10.12,373334.73,29.05,32.47,34.11,29.05,20.36,26.54,11.93,31.07,0.82,16.92,277930.97,1.00,37.28,0
1111,michael bosqui,DF,213145,0.54,390.75,0.00,0.00,0.00,58319.38,19.81,20.92,23.26,5.13,9.71,11.28,20.72,21.16,0.70,-1.79,10779.83,1.51,22.63,0
1112,enrique castano,MF,213146,-4.12,6.25,0.00,0.00,0.00,23346.69,6.69,8.89,7.13,6.47,7.13,8.01,2.79,4.51,0.77,13.17,37776.09,1.87,10.32,0
1113,santi jara,"FW,MF",213207,14.23,668.75,-3.77,-2.36,-2.39,396667.27,45.28,49.70,54.63,44.80,41.80,47.11,17.61,38.30,0.70,18.68,566249.75,0.83,15.07,0
1114,nicolas albarracin,MF,213294,8.60,432.66,5.64,0.00,5.64,350001.85,4.51,7.57,7.79,3.00,4.29,5.81,0.48,3.65,0.82,10.21,182409.64,0.57,19.81,0
1115,lassana doucoure,"FW,MF",213322,13.41,722.45,6.59,4.23,7.01,116665.87,18.21,22.49,24.09,17.31,16.86,17.76,7.95,21.37,0.70,0.45,3776.43,0.55,108.62,0
1116,saulo decarli,DF,213323,9.57,723.99,0.00,4.23,4.23,490000.12,43.24,50.01,45.54,19.60,31.05,29.71,42.76,47.64,0.74,2.20,1452.57,0.98,8.84,0
1117,vahagn militosyan,FW,213336,-3.29,1.03,0.00,0.00,0.00,46680.62,19.80,22.73,23.87,20.70,10.83,17.31,4.62,17.99,0.70,-3.29,1639.73,0.67,77.77,0
1118,antonio vacca,MF,213375,10.20,591.70,0.00,0.23,0.23,134167.11,4.94,6.03,6.47,1.73,4.94,5.16,2.79,4.51,0.77,33.37,63713.51,0.50,11.39,0
1119,flavien tait,"FW,MF",213388,13.04,706.26,5.16,6.12,7.48,128348.24,42.60,48.16,51.21,36.30,39.77,43.08,21.00,29.40,0.70,13.04,46342.70,0.86,52.44,0
1120,laurynas kulikas,FW,213402,-3.76,-4.21,0.00,0.00,0.00,70000.00,5.60,9.11,5.38,6.47,2.37,4.08,-1.33,6.03,0.70,1.40,4357.35,0.50,16.98,0
